Emissor;Tipo;Numero;Titulo;Data;Link;Gabarito
TCU;Instrução Normativa;85;Instrução Normativa 85/2020;22/04/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=64542022;1
TCU;Resolução;315;Resolução 315/2020;22/04/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=64542485;1
TCU;Instrução Normativa;86;Instrução Normativa 86/2020;22/04/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=64542552;1
TCU;Instrução Normativa;84;Instrução Normativa 84/2020;22/04/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=64542767;1
TCU;Portaria;114;Portaria 114/2020;29/07/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=65327156;1
TCU;Instrução Normativa;87;Instrução Normativa 87/2020;12/08/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=65557352;0
TCU;Portaria;132;Portaria 132/2020;09/09/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=65689869;1
TCU;Decisão Normativa;187;Decisão Normativa 187/2020;11/09/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=65718075;1
TCU;Instrução Normativa;88;Instrução Normativa 88/2020;12/09/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=65727042;1
TCU;Portaria;142;Portaria 142/2020;25/09/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=65883949;1
TCU;Decisão Normativa;188;Decisão Normativa 188/2020;30/09/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=65917478;1
TCU;Portaria;170;Portaria 170/2020;12/11/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=66330244;1
TCU;Portaria;172;Portaria 172/2020;16/11/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=66357807;1
TCU;Portaria;185;Portaria 185/2020;30/11/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=66523868;1
TCU;Portaria;188;Portaria 188/2020;30/11/2020;http://contas.tcu.gov.br/sisdoc/ObterDocumentoSisdoc?codVersao=editavel&codPapelTramitavel=66550913;0
CVM;Audiência Pública;02;Audiência Pública SDM 02/21;10/03/2021;http://conteudo.cvm.gov.br/audiencias_publicas/ap_sdm/2021/sdm0221.html;1
CVM;Audiência Pública;03;Audiência Pública SDM 03/21;17/06/2021;http://conteudo.cvm.gov.br/audiencias_publicas/ap_sdm/2021/sdm0321.html;1
CVM;Audiência Pública;06;Audiência Pública SDM 06/21;15/09/2021;http://conteudo.cvm.gov.br/audiencias_publicas/ap_sdm/2021/sdm0621.html;0
CVM;Audiência Pública;08;Audiência Pública SDM 08/21;14/12/2021;http://conteudo.cvm.gov.br/audiencias_publicas/ap_sdm/2021/sdm0821.html;0
CVM;Circular;1/CVM/SNC/SSE/SIN;Ofício Circular Conjunto CVM/SNC/SSE/SIN N° 01/25;24/01/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/conjunto/anexos/oc-snc-sse-sin-0125.pdf;1
CVM;Circular;2025/CVM/SEP;Ofício Circular Anual 2025 CVM/SEP;27/02/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sep/anexos/oc-anual-sep-2025.pdf;1
CVM;Circular;1/CVM/SEP;Ofício Circular CVM/SEP 01/25;05/02/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sep/anexos/oc-sep-0125.pdf;1
CVM;Circular;2/CVM/SEP;Ofício Circular CVM/SEP 02/25;31/03/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sep/anexos/oc-sep-0225.pdf;0
CVM;Circular;3/CVM/SEP;Ofício Circular CVM/SEP 03/25;10/07/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sep/anexos/oc-sep-0325.pdf;0
CVM;Circular;4/CVM/SEP;Ofício Circular CVM/SEP 04/25;18/08/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sep/anexos/oc-sep-0425.pdf;0
CVM;Circular;1/CVM/SIN/SMI;Ofício-Circular Conjunto CVM/SIN/SMI 01/25;18/02/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sin/anexos/occ-sin-smi-0125.pdf;1
CVM;Circular;1/CVM/SIN/SMI/SSE;Ofício-Circular Conjunto CVM/SIN/SMI/SSE 01/25;10/03/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sin/anexos/occ-sin-smi-sse-0125.pdf;1
CVM;Circular;1/CVM/SIN;Ofício Circular CVM/SIN 01/25;02/01/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sin/anexos/oc-sin-0125.pdf;0
CVM;Circular;2/CVM/SIN;Ofício-Circular CVM/SIN 02/25;23/01/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sin/anexos/oc-sin-0225.pdf;1
CVM;Circular;3/CVM/SIN;Ofício Circular CVM/SIN 03/25;01/07/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sin/anexos/oc-sin-0325.pdf;1
CVM;Circular;4/CVM/SIN;Ofício-Circular CVM/SIN 04/25;18/07/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sin/anexos/oc-sin-0425.pdf;0
CVM;Circular;1/CVM/SMI;Ofício-Circular nº 1/2025/CVM/SMI;03/09/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/smi/anexos/oc-smi-0125.pdf;0
CVM;Circular;1/CVM/SNC;Ofício-Circular/CVM/SNC/GNA 01/25;05/05/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/snc/anexos/ocsncgna0125.pdf;1
CVM;Circular;2/CVM/SNC/SSE/SIN;Ofício Circular Conjunto CVM/SNC/SSE/SIN 02/25;05/06/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/snc-sse/anexos/oc-conjunto-snc-sse-sin-0225.pdf;1
CVM;Circular;1/CVM/SSE/SNC;Ofício Circular CVM/SSE/SNC 01/25;03/04/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/snc-sse/anexos/oc-sse-snc-0125.pdf;1
CVM;Circular;2/CVM/SSE/SNC;Ofício Circular CVM/SSE/SNC 02/25;21/05/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/snc-sse/anexos/oc-sse-SNC-0225.pdf;1
CVM;Circular;1/CVM/SOI;Ofício-Circular nº 1/2025/CVM/SOI;02/06/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/soi/anexos/oficiocircularsoigoi012025.pdf;0
CVM;Circular;1/CVM/SRE;Ofício Circular CVM/SRE 01/25;28/04/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sre/anexos/oc-sre-0125.pdf;1
CVM;Circular;2/CVM/SRE;Ofício Circular CVM/SRE 02/25;28/05/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sre/anexos/oc-sre-0225.pdf;1
CVM;Circular;1/CVM/SSE;Ofício Circular CVM/SSE 01/25;27/02/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sse1/anexos/oc-sse-0125.pdf;1
CVM;Circular;2/CVM/SSE;Ofício Circular CVM/SSE 02/25;18/03/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sse1/anexos/oc-sse-0225.pdf;1
CVM;Circular;3/CVM/SSE;Ofício Circular CVM/SSE 03/25;12/06/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sse1/anexos/oc-sse-0325.pdf;1
CVM;Circular;4/CVM/SSE;Ofício Circular CVM/SSE 04/25;03/07/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sse1/anexos/oc-sse-0425.pdf;0
CVM;Circular;5/CVM/SSE;Ofício Circular CVM/SSE 05/25;23/07/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sse1/anexos/ocsse0525.pdf;1
CVM;Circular;6/CVM/SSE;Ofício Circular CVM/SSE 06/25;11/09/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sse1/anexos/oc-sse-0625.pdf;1
CVM;Circular;7/CVM/SSE;Ofício Circular CVM/SSE 07/25;16/09/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sse1/anexos/oc-sse-0725.pdf;1
CVM;Circular;1/CVM/SNC/SSE/SIN;Ofício Circular Conjunto CVM/SNC/SSE/SIN 01/25;12/06/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/oficios-circulares/sse-sin-snc/anexos/oc-snc-sse-sin-0125.pdf;1
CVM;Resolucao-CVM;227;Resolução CVM 227;31/03/2025;http://conteudo.cvm.gov.br/export/sites/cvm/legislacao/resolucoes/anexos/200/resol227.pdf;1
CVM;Deliberação;877;Deliberação CVM 877;27/12/2021;http://conteudo.cvm.gov.br/legislacao/deliberacoes/deli0800/deli877.html;0
CVM;Nota Explicativa;50;Nota Explicativa à Resolução CVM 50;31/08/2021;http://conteudo.cvm.gov.br/legislacao/notas-explicativas/nota_resol050.html;1
CVM;Ofício Circular;01;Ofício Circular CVM/SEP 01/21;26/02/2021;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/sep/oc-sep-0121.html;1
CVM;Ofício Circular;05;Ofício Circular CVM/SEP 05/21;04/10/2021;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/sep/oc-sep-0521.html;0
CVM;Ofício Circular;01;Ofício Circular Conjunto CVM/SIN/SMI 01/22;31/01/2022;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/sin/occ-sin-smi-0122.html;1
CVM;Ofício Circular;02;Ofício Circular CVM/SIN 02/21;23/02/2021;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/sin/oc-sin-0221.html;1
CVM;Ofício Circular;06;Ofício Circular CVM/SIN 06/21;22/06/2021;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/sin/oc-sin-0621.html;0
CVM;Ofício Circular;08;Ofício Circular CVM/SIN 08/21;01/12/2021;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/sin/oc-sin-0821.html;0
CVM;Ofício Circular;10;OFÍCIO-CIRCULAR/CVM/SIN/Nº 10/2021;22/12/2021;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/sin/oc-sin-1021.html;0
CVM;Ofício Circular;5;Oficio Circular Conjunto CVM/SIN/SSE/SPREV 5/2021;07/06/2021;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/sin-sprev/oc-sin-sse-sprev-0521.html;1
CVM;Ofício Circular;02;Ofício Circular CVM/SMI/SIN 02/2021;01/10/2021;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/smi-sin/anexos/oc-smi-sin-0221.html;0
CVM;Ofício Circular;01;Ofício Circular CVM/SMI/SIN 01/2021;05/01/2021;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/smi-sin/oc-smi-sin-0121.html;1
CVM;Ofício Circular;01;Ofício-Circular CVM/SNC/GNA 01/21;07/05/2021;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/snc/ocsncgna0121.html;0
CVM;Ofício Circular;01;Ofício Circular CVM/SNC/SEP 01/21;29/01/2021;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/snc-sep/oc-snc-sep-0121.html;1
CVM;Ofício Circular;01;Ofício Circular CVM/SNC/SEP 01/22;01/02/2022;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/snc-sep/oc-snc-sep-0122.html;1
CVM;Ofício Circular;01;Ofício Circular CVM/SRE 01/21;01/03/2021;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/sre/oc-sre-012021.html;1
CVM;Ofício Circular;01;Ofício Circular CVM/SRE 01/22;14/01/2022;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/sre/oc-sre-0122.html;1
CVM;Ofício Circular;01;Ofício-Circular nº 01/2021/CVM/SSE;12/08/2021;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/sse1/oc-sse-0121.html;1
CVM;Ofício Circular;02;Ofício Circular CVM/SSE 02/21;25/11/2021;http://conteudo.cvm.gov.br/legislacao/oficios-circulares/sse1/oc-sse-0221.html;0
CVM;Parecer de Orientação;39;Parecer de Orientação CVM 39;20/12/2021;http://conteudo.cvm.gov.br/legislacao/pareceres-orientacao/pare039.html;1
CVM;Resolucao-CVM;228;Resolução CVM 228;16/04/2025;http://conteudo.cvm.gov.br/legislacao/resolucoes/anexos/200/resol228.htm;0
CVM;Resolucao-CVM;229;Resolução CVM 229;22/05/2025;http://conteudo.cvm.gov.br/legislacao/resolucoes/anexos/200/resol229.htm;1
CVM;Resolucao-CVM;230;Resolução CVM 230;18/06/2025;http://conteudo.cvm.gov.br/legislacao/resolucoes/anexos/200/resol230.htm;1
CVM;Resolucao-CVM;231;Resolução CVM 231;03/07/2025;http://conteudo.cvm.gov.br/legislacao/resolucoes/anexos/200/resol231.htm;1
CVM;Resolucao-CVM;232;Resolução CVM 232;03/07/2025;http://conteudo.cvm.gov.br/legislacao/resolucoes/anexos/200/resol232.htm;1
CVM;Resolucao-CVM;233;Resolução CVM 233;14/07/2025;http://conteudo.cvm.gov.br/legislacao/resolucoes/anexos/200/resol233.htm;1
CVM;Resolucao-CVM;234;Resolução CVM 234;04/08/2025;http://conteudo.cvm.gov.br/legislacao/resolucoes/anexos/200/resol234.htm;1
CVM;Resolução;15;Resolução CVM 15;19/01/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol015.html;0
CVM;Resoluções;18;Resolução CVM 18;11/02/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol018.html;1
CVM;Resolução;21;Resolução CVM 21;25/02/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol021.html;1
CVM;Resolução;25;Resolução CVM 25;30/03/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol025.html;1
CVM;Resolução;26;Resolução CVM 26;31/03/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol026.html;0
CVM;Resolução;28;Resolução CVM 28;16/04/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol028.html;1
CVM;Resoluções;29;Resolução CVM 29;11/05/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol029.html;1
CVM;Resolução;31;Resolução CVM 31;19/05/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol031.html;0
CVM;Resolução;32;Resolução CVM 32;19/05/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol032.html;1
CVM;Resolução;33;Resolução CVM 33;19/05/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol033.html;1
CVM;Resolução;34;Resolução CVM 34;19/05/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol034.html;0
CVM;Resolução;35;Resolução CVM 35;26/05/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol035.html;1
CVM;Resolução;38;Resolução CVM 38;29/06/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol038.html;0
CVM;Resolução;39;Resolução CVM 39;13/07/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol039.html;1
CVM;Resolução;41;Resolução CVM 41;22/07/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol041.html;1
CVM;Resolução;42;Resolução CVM 42;22/07/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol042.html;1
CVM;Resolução;43;Resolução CVM 43;17/08/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol043.html;1
CVM;Resolução;44;Resolução CVM 44;23/08/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol044.html;1
CVM;Resolução;45;Resolução CVM 45;31/08/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol045.html;1
CVM;Resolução;48;Resolução CVM 48;31/08/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol048.html;0
CVM;Resolução;50;Resolução CVM 50;31/08/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol050.html;1
CVM;Resolução;51;Resolução CVM 51;31/08/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol051.html;0
CVM;Resolução;52;Resolução CVM 52;31/08/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol052.html;0
CVM;Resolução;53;Resolução CVM 53;15/10/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol053.html;0
CVM;Resolução;54;Resolução CVM 54;20/10/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol054.html;1
CVM;Resolução;55;Resolução CVM 55;20/10/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol055.html;0
CVM;Resolução;56;Resolução CVM 56;20/10/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol056.html;0
CVM;Resolução;57;Resolução CVM 57;20/10/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol057.html;0
CVM;Resolução;58;Resolução CVM 58;22/10/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol058.html;1
CVM;Resolução;59;Resolução CVM 59;22/12/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol059.html;1
CVM;Resolução;60;Resolução CVM 60;22/12/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol060.html;0
CVM;Resolução;61;Resolução CVM 61;27/12/2021;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol061.html;1
CVM;Resolução;62;Resolução CVM 62;19/01/2022;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol062.html;1
CVM;Resolução;63;Resolução CVM 63;19/01/2022;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol063.html;1
CVM;Resolução;64;Resolução CVM 64;07/02/2022;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol064.html;1
CVM;Resolucao-CVM;226;Resolução CVM 226;06/03/2025;http://conteudo.cvm.gov.br/legislacao/resolucoes/resol226.html;1
ANP;Autorização;323;Aut 323 - 2020;18/05/2020;http://legislacao.anp.gov.br/?path=legislacao-anp/autorizacoes/2020/maio&item=aut-323-2020;0
ANP;Autorização;324;Aut 324 - 2020;18/05/2020;http://legislacao.anp.gov.br/?path=legislacao-anp/autorizacoes/2020/maio&item=aut-324-2020;0
ANP;Autorização;325;Aut 325 - 2020;18/05/2020;http://legislacao.anp.gov.br/?path=legislacao-anp/autorizacoes/2020/maio&item=aut-325-2020;0
ANP;Autorização;326;Aut 326 - 2020;18/05/2020;http://legislacao.anp.gov.br/?path=legislacao-anp/autorizacoes/2020/maio&item=aut-326-2020;0
ANP;Autorização;327;Aut 327 - 2020;18/05/2020;http://legislacao.anp.gov.br/?path=legislacao-anp/autorizacoes/2020/maio&item=aut-327-2020;0
ANP;Autorização;328;Aut 328 - 2020;18/05/2020;http://legislacao.anp.gov.br/?path=legislacao-anp/autorizacoes/2020/maio&item=aut-328-2020;0
ANP;Autorização;353;Aut 353 - 2020;29/05/2020;http://legislacao.anp.gov.br/?path=legislacao-anp/autorizacoes/2020/maio&item=aut-353-2020;0
ANP;Autorização;363;Aut 363 - 2020;29/05/2020;http://legislacao.anp.gov.br/?path=legislacao-anp/autorizacoes/2020/maio&item=aut-363-2020;0
ANP;Portaria Administrativa;224;PANP 224 - 2020;30/07/2020;http://legislacao.anp.gov.br/?path=legislacao-anp/portarias-anp/administrativas/2020/julho&item=panp-224-2020;1
ANP;Portaria Administrativa;190;PANP 190 - 2020;10/06/2020;http://legislacao.anp.gov.br/?path=legislacao-anp/portarias-anp/administrativas/2020/junho&item=panp-190-2020;1
ANP;Resolução;820;RANP 820 - 2020;16/06/2020;http://legislacao.anp.gov.br/?path=legislacao-anp/resol-anp/2020/junho&item=ranp-820-2020;0
RECEITA FEDERAL;Instrução Normativa;2091;Instrução Normativa RFB nº 2091, de 22 de junho de 2022;23/06/2022;http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=124573;0
RECEITA FEDERAL;Portaria;188;Portaria RFB nº 188, de 23 de junho de 2022;27/06/2022;http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=124615;1
RECEITA FEDERAL;Portaria;191;Portaria RFB nº 191, de 29 de junho de 2022;30/06/2022;http://normas.receita.fazenda.gov.br/sijut2consulta/link.action?idAto=124680;0
